hive_id,timestamp,temperature_c,humidity_pct,weight_kg
HIVE_001,2026-01-01T02:27:00,33.267,56.709,40.337
HIVE_001,2026-01-01T02:28:00,32.868,52.065,40.238
HIVE_001,2026-01-01T02:29:00,33.262,50.483,40.339
HIVE_001,2026-01-01T02:30:00,33.256,51.759,40.386
HIVE_001,2026-01-01T02:31:00,33.526,51.724,40.286
HIVE_001,2026-01-01T02:32:00,32.767,53.025,40.385
HIVE_001,2026-01-01T02:33:00,33.385,52.966,40.453
HIVE_001,2026-01-01T02:34:00,33.054,54.854,40.428
HIVE_001,2026-01-01T02:35:00,33.426,52.28,40.274
HIVE_001,2026-01-01T02:36:00,33.555,53.625,40.312
HIVE_001,2026-01-01T02:37:00,33.124,53.376,40.473
HIVE_001,2026-01-01T02:38:00,33.599,51.774,40.34
HIVE_001,2026-01-01T02:39:00,32.562,52.974,40.315
HIVE_001,2026-01-01T02:40:00,33.534,52.822,40.397
HIVE_001,2026-01-01T02:41:00,32.519,54.21,40.37
HIVE_001,2026-01-01T02:42:00,33.196,50.772,40.35
HIVE_001,2026-01-01T02:43:00,33.052,52.91,40.48
HIVE_001,2026-01-01T02:44:00,33.512,52.798,40.361
HIVE_001,2026-01-01T02:45:00,32.878,53.36,40.474
HIVE_001,2026-01-01T02:46:00,33.54,53.96,40.477
HIVE_001,2026-01-01T02:47:00,33.26,52.088,40.391
HIVE_001,2026-01-01T02:48:00,33.085,51.736,40.374
HIVE_001,2026-01-01T02:49:00,33.232,51.578,40.438
HIVE_001,2026-01-01T02:50:00,32.933,54.539,40.304
HIVE_001,2026-01-01T02:51:00,33.614,52.818,40.349
HIVE_001,2026-01-01T02:52:00,33.277,52.367,40.068
HIVE_001,2026-01-01T02:53:00,32.851,50.913,40.497
HIVE_001,2026-01-01T02:54:00,33.326,50.024,40.41
HIVE_001,2026-01-01T02:55:00,32.378,52.23,40.421
HIVE_001,2026-01-01T02:56:00,33.344,52.748,40.356
HIVE_001,2026-01-01T02:57:00,32.853,52.554,40.529
HIVE_001,2026-01-01T02:58:00,33.278,51.166,40.304
HIVE_001,2026-01-01T02:59:00,32.901,54.139,40.506
HIVE_001,2026-01-01T03:00:00,33.436,51.88,40.478
HIVE_001,2026-01-01T03:01:00,33.331,50.36,40.23
HIVE_001,2026-01-01T03:02:00,32.852,53.453,40.521
HIVE_001,2026-01-01T03:03:00,33.551,51.523,40.386
HIVE_001,2026-01-01T03:04:00,33.412,49.109,40.381
HIVE_001,2026-01-01T03:05:00,33.223,54.608,40.401
HIVE_001,2026-01-01T03:06:00,33.128,53.3,40.351
HIVE_001,2026-01-01T03:07:00,33.656,50.419,40.548
HIVE_001,2026-01-01T03:08:00,33.44,51.37,40.528
HIVE_001,2026-01-01T03:09:00,33.26,53.13,40.308
HIVE_001,2026-01-01T03:10:00,32.873,52.985,40.482
HIVE_001,2026-01-01T03:11:00,33.352,52.701,40.328
HIVE_001,2026-01-01T03:12:00,33.055,52.215,40.414
HIVE_001,2026-01-01T03:13:00,33.169,53.752,40.302
HIVE_001,2026-01-01T03:14:00,34.079,53.689,40.427
HIVE_001,2026-01-01T03:15:00,33.868,50.979,40.375
HIVE_001,2026-01-01T03:16:00,34.167,52.654,40.449
HIVE_001,2026-01-01T03:17:00,33.733,52.56,40.357
HIVE_001,2026-01-01T03:18:00,33.929,50.59,40.426
HIVE_001,2026-01-01T03:19:00,33.599,52.815,40.418
HIVE_001,2026-01-01T03:20:00,33.493,50.54,40.436
HIVE_001,2026-01-01T03:21:00,33.053,51.221,40.357
HIVE_001,2026-01-01T03:22:00,33.649,51.68,40.453
HIVE_001,2026-01-01T03:23:00,34.157,51.674,40.531
HIVE_001,2026-01-01T03:24:00,33.224,52.709,40.315
HIVE_001,2026-01-01T03:25:00,33.931,51.309,40.543
HIVE_001,2026-01-01T03:26:00,33.655,53.623,40.473
HIVE_001,2026-01-01T03:27:00,33.869,53.899,40.503
HIVE_001,2026-01-01T03:28:00,33.75,51.634,40.456
HIVE_001,2026-01-01T03:29:00,34.148,51.99,40.221
HIVE_001,2026-01-01T03:30:00,33.494,52.511,40.48
HIVE_001,2026-01-01T03:31:00,33.934,52.89,40.489
HIVE_001,2026-01-01T03:32:00,34.252,52.981,40.407
HIVE_001,2026-01-01T03:33:00,34.779,50.687,40.399
HIVE_001,2026-01-01T03:34:00,34.36,55.094,40.279
HIVE_001,2026-01-01T03:35:00,33.929,51.497,40.401
HIVE_001,2026-01-01T03:36:00,33.703,53.424,40.623
HIVE_001,2026-01-01T03:37:00,34.198,50.383,40.463
HIVE_001,2026-01-01T03:38:00,33.845,53.559,40.425
HIVE_001,2026-01-01T03:39:00,33.895,54.43,40.527
HIVE_001,2026-01-01T03:40:00,33.631,57.884,40.544
HIVE_001,2026-01-01T03:41:00,34.428,51.358,40.357
HIVE_001,2026-01-01T03:42:00,34.112,55.322,40.363
HIVE_001,2026-01-01T03:43:00,34.186,56.507,40.259
HIVE_001,2026-01-01T03:44:00,33.927,55.647,40.345
HIVE_001,2026-01-01T03:45:00,33.751,54.736,40.429
HIVE_001,2026-01-01T03:46:00,34.263,55.991,40.474
HIVE_001,2026-01-01T03:47:00,34.341,54.038,40.45
HIVE_001,2026-01-01T03:48:00,33.736,54.645,40.432
HIVE_001,2026-01-01T03:49:00,34.451,53.496,40.327
HIVE_001,2026-01-01T03:50:00,33.716,54.864,40.573
HIVE_001,2026-01-01T03:51:00,33.966,52.746,40.365
HIVE_001,2026-01-01T03:52:00,34.608,53.763,40.337
HIVE_001,2026-01-01T03:53:00,34.153,56.854,40.367
HIVE_001,2026-01-01T03:54:00,34.503,54.988,40.401
HIVE_001,2026-01-01T03:55:00,34.878,53.573,40.42
HIVE_001,2026-01-01T03:56:00,34.735,56.41,40.389
HIVE_001,2026-01-01T03:57:00,33.58,53.148,40.448
HIVE_001,2026-01-01T03:58:00,34.483,55.209,40.384
HIVE_001,2026-01-01T03:59:00,34.543,55.105,40.483
HIVE_001,2026-01-01T04:00:00,35.081,54.536,40.273
HIVE_001,2026-01-01T04:01:00,34.062,57.56,40.447
HIVE_001,2026-01-01T04:02:00,34.46,55.854,40.451
HIVE_001,2026-01-01T04:03:00,34.096,53.599,40.302
HIVE_001,2026-01-01T04:04:00,34.702,57.455,40.385
HIVE_001,2026-01-01T04:05:00,34.221,56.922,40.487
HIVE_001,2026-01-01T04:06:00,34.282,57.803,40.491
HIVE_001,2026-01-01T04:07:00,34.315,55.552,40.384
HIVE_001,2026-01-01T04:08:00,35.179,55.166,40.362
HIVE_001,2026-01-01T04:09:00,34.472,55.686,40.51
HIVE_001,2026-01-01T04:10:00,34.956,56.039,40.208
HIVE_001,2026-01-01T04:11:00,34.525,55.411,40.361
HIVE_001,2026-01-01T04:12:00,34.442,57.057,40.357
HIVE_001,2026-01-01T04:13:00,35.098,54.885,40.348
HIVE_001,2026-01-01T04:14:00,34.789,58.603,40.52
HIVE_001,2026-01-01T04:15:00,34.509,56.663,40.404
HIVE_001,2026-01-01T04:16:00,35.159,56.68,40.445
HIVE_001,2026-01-01T04:17:00,34.903,55.338,40.409
HIVE_001,2026-01-01T04:18:00,35.618,59.848,40.516
HIVE_001,2026-01-01T04:19:00,34.516,59.478,40.541
HIVE_001,2026-01-01T04:20:00,34.173,57.526,40.375
HIVE_001,2026-01-01T04:21:00,34.722,59.754,40.245
HIVE_001,2026-01-01T04:22:00,34.764,59.638,40.303
HIVE_001,2026-01-01T04:23:00,35.282,54.78,40.428
HIVE_001,2026-01-01T04:24:00,34.946,57.071,40.456
HIVE_001,2026-01-01T04:25:00,34.417,59.737,40.397
HIVE_001,2026-01-01T04:26:00,34.897,57.116,40.402
HIVE_001,2026-01-01T04:27:00,35.224,60.08,40.433
HIVE_001,2026-01-01T04:28:00,35.044,59.96,40.375
HIVE_001,2026-01-01T04:29:00,35.155,56.988,40.408
HIVE_001,2026-01-01T04:30:00,34.694,59.572,40.397
HIVE_001,2026-01-01T04:31:00,34.364,59.086,40.567
HIVE_001,2026-01-01T04:32:00,35.354,59.608,40.388
HIVE_001,2026-01-01T04:33:00,34.185,57.384,40.505
HIVE_001,2026-01-01T04:34:00,35.223,55.365,40.405
HIVE_001,2026-01-01T04:35:00,34.803,57.287,40.424
HIVE_001,2026-01-01T04:36:00,35.286,57.177,40.334
HIVE_001,2026-01-01T04:37:00,34.955,57.21,40.458
HIVE_001,2026-01-01T04:38:00,34.366,60.812,40.474
HIVE_001,2026-01-01T04:39:00,35.12,61.093,40.408
HIVE_001,2026-01-01T04:40:00,34.613,57.836,40.514
HIVE_001,2026-01-01T04:41:00,34.238,60.913,40.36
HIVE_001,2026-01-01T04:42:00,34.557,62.278,40.429
HIVE_001,2026-01-01T04:43:00,34.07,60.758,40.425
HIVE_001,2026-01-01T04:44:00,34.238,57.839,40.55
HIVE_001,2026-01-01T04:45:00,34.757,59.804,40.431
HIVE_001,2026-01-01T04:46:00,34.286,58.27,40.3
HIVE_001,2026-01-01T04:47:00,34.939,61.025,40.4
HIVE_001,2026-01-01T04:48:00,34.828,59.556,40.381
HIVE_001,2026-01-01T04:49:00,34.875,58.959,40.392
HIVE_001,2026-01-01T04:50:00,34.783,60.082,40.553
HIVE_001,2026-01-01T04:51:00,35.054,60.255,40.37
HIVE_001,2026-01-01T04:52:00,34.872,60.737,40.35
HIVE_001,2026-01-01T04:53:00,34.76,61.265,40.419
HIVE_001,2026-01-01T04:54:00,34.937,58.333,40.387
HIVE_001,2026-01-01T04:55:00,34.487,60.181,40.433
HIVE_001,2026-01-01T04:56:00,34.233,60.448,40.351
HIVE_001,2026-01-01T04:57:00,34.767,62.227,40.361
HIVE_001,2026-01-01T04:58:00,34.331,62.9,40.412
HIVE_001,2026-01-01T04:59:00,35.072,57.656,40.289
HIVE_002,2026-01-01T00:00:00,34.508,63.152,39.37
HIVE_002,2026-01-01T00:01:00,34.47,62.432,39.265
HIVE_002,2026-01-01T00:02:00,34.501,63.973,39.214
HIVE_002,2026-01-01T00:03:00,34.084,62.691,39.528
HIVE_002,2026-01-01T00:04:00,33.836,62.368,39.317
HIVE_002,2026-01-01T00:05:00,33.745,62.129,39.276
HIVE_002,2026-01-01T00:06:00,33.776,60.708,39.272
HIVE_002,2026-01-01T00:07:00,33.613,62.272,39.338
HIVE_002,2026-01-01T00:08:00,33.752,63.706,39.39
HIVE_002,2026-01-01T00:09:00,34.052,62.225,39.522
HIVE_002,2026-01-01T00:10:00,34.309,63.564,39.189
HIVE_002,2026-01-01T00:11:00,34.019,59.523,39.362
HIVE_002,2026-01-01T00:12:00,34.4,61.694,39.439
HIVE_002,2026-01-01T00:13:00,33.932,63.494,39.274
HIVE_002,2026-01-01T00:14:00,34.22,63.183,39.442
HIVE_002,2026-01-01T00:15:00,34.288,65.384,39.367
HIVE_002,2026-01-01T00:16:00,34.195,58.254,39.542
HIVE_002,2026-01-01T00:17:00,34.244,60.547,39.507
HIVE_002,2026-01-01T00:18:00,34.826,62.389,39.288
HIVE_002,2026-01-01T00:19:00,34.56,61.208,39.31
HIVE_002,2026-01-01T00:20:00,34.798,58.854,39.45
HIVE_002,2026-01-01T00:21:00,34.612,65.04,39.431
HIVE_002,2026-01-01T00:22:00,33.75,60.618,39.411
HIVE_002,2026-01-01T00:23:00,34.613,63.251,39.25
HIVE_002,2026-01-01T00:24:00,34.391,63.141,39.531
HIVE_002,2026-01-01T00:25:00,35.175,61.006,39.496
HIVE_002,2026-01-01T00:26:00,35.14,63.291,39.466
HIVE_002,2026-01-01T00:27:00,34.847,60.211,39.293
HIVE_002,2026-01-01T00:28:00,34.918,60.776,39.408
HIVE_002,2026-01-01T00:29:00,34.387,60.606,39.429
HIVE_002,2026-01-01T00:30:00,34.247,61.196,39.431
HIVE_002,2026-01-01T00:31:00,34.592,59.874,39.474
HIVE_002,2026-01-01T00:32:00,35.289,59.983,39.511
HIVE_002,2026-01-01T00:33:00,34.959,56.799,39.352
HIVE_002,2026-01-01T00:34:00,34.438,61.845,39.428
HIVE_002,2026-01-01T00:35:00,34.839,61.519,39.341
HIVE_002,2026-01-01T00:36:00,34.424,58.621,39.4
HIVE_002,2026-01-01T00:37:00,34.655,60.602,39.356
HIVE_002,2026-01-01T00:38:00,35.025,61.61,39.538
HIVE_002,2026-01-01T00:39:00,34.967,60.401,39.468
HIVE_002,2026-01-01T00:40:00,34.941,59.032,39.518
HIVE_002,2026-01-01T00:41:00,35.339,62.862,39.418
HIVE_002,2026-01-01T00:42:00,34.859,60.407,39.415
HIVE_002,2026-01-01T00:43:00,34.97,59.486,39.4
HIVE_002,2026-01-01T00:44:00,35.377,59.799,39.421
HIVE_002,2026-01-01T00:45:00,35.076,59.661,39.439
HIVE_002,2026-01-01T00:46:00,34.752,57.488,39.413
HIVE_002,2026-01-01T00:47:00,34.381,59.517,39.321
HIVE_002,2026-01-01T00:48:00,35.105,60.207,39.438
HIVE_002,2026-01-01T00:49:00,34.753,59.59,39.258
HIVE_002,2026-01-01T00:50:00,34.408,58.624,39.443
HIVE_002,2026-01-01T00:51:00,34.767,57.221,39.426
HIVE_002,2026-01-01T00:52:00,34.638,57.006,39.442
HIVE_002,2026-01-01T00:53:00,34.725,60.284,39.468
HIVE_002,2026-01-01T00:54:00,35.057,58.852,39.347
HIVE_002,2026-01-01T00:55:00,34.473,56.043,39.645
HIVE_002,2026-01-01T00:56:00,34.422,57.815,39.386
HIVE_002,2026-01-01T00:57:00,34.7,57.133,39.265
HIVE_002,2026-01-01T00:58:00,34.448,55.804,39.404
HIVE_002,2026-01-01T00:59:00,34.555,56.739,39.431
HIVE_002,2026-01-01T01:00:00,34.588,59.048,39.382
HIVE_002,2026-01-01T01:01:00,34.867,55.542,39.465
HIVE_002,2026-01-01T01:02:00,34.642,58.024,39.438
HIVE_002,2026-01-01T01:03:00,34.718,57.617,39.381
HIVE_002,2026-01-01T01:04:00,35.245,58.574,39.45
HIVE_002,2026-01-01T01:05:00,34.354,55.405,39.357
HIVE_002,2026-01-01T01:06:00,34.675,57.607,39.338
HIVE_002,2026-01-01T01:07:00,35.165,56.823,39.248
HIVE_002,2026-01-01T01:08:00,34.579,52.822,39.349
HIVE_002,2026-01-01T01:09:00,34.544,55.667,39.382
HIVE_002,2026-01-01T01:10:00,34.59,55.576,39.528
HIVE_002,2026-01-01T01:11:00,35.143,54.638,39.507
HIVE_002,2026-01-01T01:12:00,34.14,55.014,39.528
HIVE_002,2026-01-01T01:13:00,33.912,56.984,39.305
HIVE_002,2026-01-01T01:14:00,34.634,55.738,39.54
HIVE_002,2026-01-01T01:15:00,34.389,55.792,39.454
HIVE_002,2026-01-01T01:16:00,34.572,54.55,39.398
HIVE_002,2026-01-01T01:17:00,34.68,56.998,39.327
HIVE_002,2026-01-01T01:18:00,34.476,56.047,39.388
HIVE_002,2026-01-01T01:19:00,34.554,55.428,39.345
HIVE_002,2026-01-01T01:20:00,34.324,56.006,39.312
HIVE_002,2026-01-01T01:21:00,34.997,55.564,39.296
HIVE_002,2026-01-01T01:22:00,34.672,55.383,39.459
HIVE_002,2026-01-01T01:23:00,34.963,54.477,39.34
HIVE_002,2026-01-01T01:24:00,34.328,53.452,39.336
HIVE_002,2026-01-01T01:25:00,34.623,54.844,39.355
HIVE_002,2026-01-01T01:26:00,34.247,55.242,39.354
HIVE_002,2026-01-01T01:27:00,34.124,54.393,39.372
HIVE_002,2026-01-01T01:28:00,34.095,55.762,39.46
HIVE_002,2026-01-01T01:29:00,34.465,54.621,39.433
HIVE_002,2026-01-01T01:30:00,34.421,55.666,39.522
HIVE_002,2026-01-01T01:31:00,34.441,54.895,39.459
HIVE_002,2026-01-01T01:32:00,34.274,52.45,39.46
HIVE_002,2026-01-01T01:33:00,33.824,56.734,39.457
HIVE_002,2026-01-01T01:34:00,34.418,54.038,39.526
HIVE_002,2026-01-01T01:35:00,34.0,52.133,39.337
HIVE_002,2026-01-01T01:36:00,34.219,52.277,39.396
HIVE_002,2026-01-01T01:37:00,34.337,52.482,39.511
HIVE_002,2026-01-01T01:38:00,33.781,51.705,39.412
HIVE_002,2026-01-01T01:39:00,34.174,54.165,39.331
HIVE_002,2026-01-01T01:40:00,33.863,52.491,39.325
HIVE_002,2026-01-01T01:41:00,34.386,52.662,39.44
HIVE_002,2026-01-01T01:42:00,34.386,54.867,39.45
HIVE_002,2026-01-01T01:43:00,34.432,54.387,39.336
HIVE_002,2026-01-01T01:44:00,34.044,50.415,39.399
HIVE_002,2026-01-01T01:45:00,33.877,53.693,39.417
HIVE_002,2026-01-01T01:46:00,33.617,51.502,39.346
HIVE_002,2026-01-01T01:47:00,33.886,53.207,39.281
HIVE_002,2026-01-01T01:48:00,34.061,50.36,39.2
HIVE_002,2026-01-01T01:49:00,34.273,50.872,39.327
HIVE_002,2026-01-01T01:50:00,33.503,50.657,39.339
HIVE_002,2026-01-01T01:51:00,33.833,54.187,39.406
HIVE_002,2026-01-01T01:52:00,33.862,53.794,39.458
HIVE_002,2026-01-01T01:53:00,34.074,51.994,39.45
HIVE_002,2026-01-01T01:54:00,34.527,53.543,39.509
HIVE_002,2026-01-01T01:55:00,34.209,53.776,39.279
HIVE_002,2026-01-01T01:56:00,33.473,52.382,39.232
HIVE_002,2026-01-01T01:57:00,33.633,53.712,39.312
HIVE_002,2026-01-01T01:58:00,34.004,50.342,39.325
HIVE_002,2026-01-01T01:59:00,34.154,52.641,39.387
HIVE_002,2026-01-01T02:00:00,34.37,54.236,39.293
HIVE_002,2026-01-01T02:01:00,34.213,51.332,39.361
HIVE_002,2026-01-01T02:02:00,33.735,53.831,39.271
HIVE_002,2026-01-01T02:03:00,33.867,52.976,39.426
HIVE_002,2026-01-01T02:04:00,33.614,53.666,39.304
HIVE_002,2026-01-01T02:05:00,34.068,52.663,39.248
HIVE_002,2026-01-01T02:06:00,33.789,52.38,39.331
HIVE_002,2026-01-01T02:07:00,33.368,51.729,39.244
HIVE_002,2026-01-01T02:08:00,34.197,50.377,39.306
HIVE_002,2026-01-01T02:09:00,33.987,52.93,39.416
HIVE_002,2026-01-01T02:10:00,34.097,51.57,39.274
HIVE_002,2026-01-01T02:11:00,33.843,53.22,39.331
HIVE_002,2026-01-01T02:12:00,33.086,53.874,39.403
HIVE_002,2026-01-01T02:13:00,33.03,53.178,39.242
HIVE_002,2026-01-01T02:14:00,33.324,50.318,39.306
